sex,age,region,agglomeration_type,personal_situation,main_profession,employment_status,internet_frequency,cultural_frequency,legality_type,legality_evolution,payment_type,monthly_spending,devices_films_series,vpn_usage,cracked_apps_usage,streaming_download_type,dns_settings_usage,paid_services_access,household_size,children_count,household_status,age_group,generation,children_count_numeric,household_size_numeric,has_children,family_stage,urbanity_bucket,internet_intensity_score,cultural_frequency_score,legality_score,payment_orientation_score,paid_access_score,vpn_score,dns_score,download_risk_score,cracked_apps_score,module_completion_rate,response_depth_score,engagement_score,risk_behavior_score,monetization_score,raw_content_paid_score,raw_content_category_count,raw_device_diversity,raw_illicit_channel_count,raw_illicit_frequency_mean,raw_illicit_method_count,raw_stream_ripping_score,raw_legal_offer_advantage_count,raw_legal_motivation_count,raw_behavioral_coverage_rate,content_depth_score,raw_risk_intensity_score,legal_value_perception_score,paying_user,hybrid_access_user,risky_behavior_user,payment_bucket,access_style,value_tier,high_value_user,under_monetized_engaged_user,consumer_segment,consumer_profile
Female,22,Nouvelle-Aquitaine,Rural périurbain,actif,"Policiers, militaires et gendarmes",Chef d’entreprise salarié / gérant / PDG,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,autant,50.0,,ancien utilisateur,Non,Gratuit,De temps en temps,compte partagé,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,7,4.0,1.0,3.0,1.0,1,1,3.0,0.0,1.0,10,1.0,5.0,0.7,3.0,2,6,0,0.0,0,1.0,0,0,0.060498220640569395,0.1306494661921708,1.0,0,True,False,True,Balanced,Unspecified,High spender,True,False,Low Engagement Users,Gen Z | Balanced | without children
Female,24,Île-de-France,Autres / hors unité urbaine,actif,Professions libérales de la santé,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,autant,50.0,,occasionnellement,Non,souvent payante,De temps en temps,compte partagé,5 personnes,Aucun,enfant,18-24,Gen Z,0,5,False,Single / other,Other,7,4.0,1.0,3.0,1.0,2,1,0.0,0.0,1.0,10,1.0,3.0,0.7,2.5714285714285716,7,8,0,0.0,0,4.0,0,0,0.12099644128113879,0.3487989323843416,4.0,0,True,False,True,Balanced,Unspecified,High spender,True,False,Low Engagement Users,Gen Z | Balanced | without children
Female,20,Nouvelle-Aquitaine,Paris et grandes métropoles,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,,0.0,,régulièrement,,,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Metro,7,4.0,1.0,0.0,1.0,3,0,0.0,0.0,0.7,7,0.8,3.0,0.1,0.0,0,0,0,0.0,0,0.0,0,6,0.0498220640569395,0.01494661921708185,0.0,6,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,18,Île-de-France,Autres / hors unité urbaine,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,,0.0,,occasionnellement,,,Je ne sais pas ce que c’est,abonné,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Other,7,4.0,1.0,0.0,2.0,2,0,0.0,0.0,0.7,7,0.8,2.0,0.2,0.0,0,0,0,0.0,0,0.0,0,4,0.0498220640569395,0.01494661921708185,0.0,4,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,19,Grand Est,Rural isolé,chômeur,Professions libérales de la santé,Chef d’entreprise salarié / gérant / PDG,Plusieurs fois par jour,,,moins légale,,20.0,,régulièrement,Oui,souvent gratuit,Jamais,,3 personnes,2,couple,18-24,Gen Z,2,3,True,Family with children,Rural,7,0.0,0.0,0.0,0.0,3,0,2.0,3.0,0.6,6,0.65,8.0,0.3,3.0,1,2,0,0.0,0,1.3333333333333333,0,0,0.03558718861209965,0.060676156583629896,1.3333333333333333,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,18,Nouvelle-Aquitaine,Bourg / petite agglomération,Primo-demandeur,,,Plusieurs fois par jour,,,davantage légale,,0.0,,jamais,,,Régulièrement,abonné,4 personnes,Aucun,couple,18-24,Gen Z,0,4,False,Couple without children,Other,7,0.0,0.0,0.0,2.0,0,2,0.0,0.0,0.5,5,0.45,2.0,0.2,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,19,Nouvelle-Aquitaine,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,payante,20.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Rural,7,4.0,1.0,5.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.8999999999999999,2.7142857142857144,7,5,0,0.0,0,5.0,0,0,0.12099644128113879,0.33004893238434163,5.0,0,True,False,True,Paid-oriented,Legal Paid,Mid spender,True,False,Premium Legal Users,Gen Z | Paid-oriented | without children
Female,22,Pays de la Loire,Ville moyenne (50k–100k hab.),étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,payante,100.0,Sur d’autres appareils,jamais,Non,payante,Jamais,abonné,4 personnes,2,enfant,18-24,Gen Z,2,4,True,Family with children,Urban,7,4.0,1.0,5.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,1.0,3.625,8,7,2,3.0,4,4.333333333333333,0,0,0.23843416370106763,0.4152802491103203,10.333333333333332,0,True,False,True,Paid-oriented,Legal Paid,Top spender,True,False,Premium Legal Users,Gen Z | Paid-oriented | with children
Female,24,Île-de-France,Autres / hors unité urbaine,homme au foyer,,,Plusieurs fois par jour,,,davantage légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,Non,4 personnes,2,couple,18-24,Gen Z,2,4,True,Family with children,Other,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,5,0.45,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,19,Nouvelle-Aquitaine,Rural périurbain,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,15.0,Sur d’autres appareils,jamais,Non,Autant,Je ne sais pas ce que c’est,compte partagé,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Rural,7,4.0,1.0,1.0,1.0,0,0,1.0,0.0,1.0,10,1.0,1.0,0.5,1.3,10,11,4,3.0,3,4.333333333333333,0,0,0.3309608540925267,0.543038256227758,11.333333333333332,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,23,Occitanie,Bourg / petite agglomération,actif,Professions intermédiaires de la santé et du travail social,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,,0.0,,jamais,,,Jamais,,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Other,7,4.0,1.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.8,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,24,Île-de-France,Autres / hors unité urbaine,actif,Cadres de la fonction publique,Salarié d’entreprise publique,Plusieurs fois par jour,,,moins légale,,20.0,,régulièrement,Non,payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Other,7,0.0,0.0,0.0,1.0,3,0,0.0,0.0,0.7,7,0.65,3.0,0.4,1.75,4,3,1,2.5,2,5.0,0,0,0.18505338078291814,0.2242660142348754,8.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | without children
Female,18,Auvergne-Rhône-Alpes,Rural périurbain,actif,Commerçants et assimilés (moins de 10 salariés),Salarié d’un particulier,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,4.0,Sur d’autres appareils,occasionnellement,Non,payante,De temps en temps,abonné,4 personnes,1,couple,18-24,Gen Z,1,4,True,Family with children,Rural,7,4.0,1.0,1.0,2.0,2,1,0.0,0.0,1.0,10,1.0,3.0,0.6000000000000001,1.3333333333333333,6,8,0,0.0,0,5.0,0,0,0.11743772241992882,0.31023131672597865,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,19,Auvergne-Rhône-Alpes,Rural isolé,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d'entreprise à son compte,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,davantage légale,gratuit,50.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.5,1.1666666666666667,6,4,0,0.0,0,5.0,0,0,0.11743772241992882,0.2852313167259786,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,23,Occitanie,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,davantage légale,gratuit,13.0,,occasionnellement,Non,souvent payante,Jamais,compte partagé,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Rural,7,3.0,1.0,1.0,1.0,2,0,0.0,0.0,1.0,10,0.9124999999999999,2.0,0.5,2.1666666666666665,6,6,2,3.0,1,3.3333333333333335,0,0,0.20284697508896798,0.3233540925266904,6.333333333333334,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,23,Île-de-France,Autres / hors unité urbaine,actif,Employés de commerce,Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,100.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,,4 personnes,1,célibataire,18-24,Gen Z,1,4,True,Family with children,Other,7,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.6,6,0.65,1.0,0.3,1.3333333333333333,3,3,0,0.0,0,3.0,0,0,0.042704626334519574,0.1440613879003559,3.0,0,True,False,True,Free-oriented,Unspecified,Top spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,18,Hauts-de-France,Bourg / petite agglomération,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Souvent légale,davantage légale,autant,20.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,Non,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Other,7,4.0,2.0,3.0,0.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.6,2.8,10,11,1,4.0,1,5.0,0,0,0.23843416370106763,0.5152802491103202,7.0,0,True,True,True,Balanced,Hybrid,Mid spender,True,False,Hybrid Monetizers,Gen Z | Balanced | without children
Male,19,Grand Est,Paris et grandes métropoles,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,souvent payante,30.0,Sur d’autres appareils,jamais,Non,Autant,Je ne sais pas ce que c’est,compte partagé,4 personnes,Aucun,enfant,18-24,Gen Z,0,4,False,Single / other,Metro,7,4.0,1.0,4.0,1.0,0,0,1.0,0.0,1.0,10,1.0,1.0,0.8,3.142857142857143,7,15,0,0.0,0,2.3333333333333335,0,0,0.1423487544483986,0.3989546263345196,2.3333333333333335,0,True,False,False,Paid-oriented,Legal Paid,High spender,True,False,Premium Legal Users,Gen Z | Paid-oriented | without children
Male,18,Hauts-de-France,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Souvent légale,davantage légale,souvent gratuit,150.0,Sur d’autres appareils,régulièrement,Non,payante,Jamais,compte partagé,6 personnes,1,enfant,18-24,Gen Z,1,6,True,Family with children,Rural,7,4.0,2.0,2.0,1.0,3,0,0.0,0.0,1.0,10,1.0,3.0,0.6000000000000001,1.8571428571428572,7,6,1,4.0,4,5.0,0,0,0.23487544483985764,0.3704626334519573,10.0,0,True,True,True,Free-oriented,Hybrid,Top spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | with children
Female,18,Auvergne-Rhône-Alpes,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,souvent payante,0.0,,régulièrement,Non,payante,Je ne sais pas ce que c’est,compte partagé,5 personnes,1,enfant,18-24,Gen Z,1,5,True,Family with children,Rural,7,4.0,1.0,4.0,1.0,3,0,0.0,0.0,1.0,10,0.8,3.0,0.5,2.0,5,12,0,0.0,0,5.0,0,0,0.13523131672597866,0.3030693950177936,5.0,0,False,False,True,Paid-oriented,Legal Paid,Non-spender,False,True,Heavy Free Users,Gen Z | Paid-oriented | with children
Female,18,Provence-Alpes-Côte d’Azur,Rural isolé,actif,"Professeurs des écoles, instituteurs",Salarié de la Sécurité sociale,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,compte partagé,3 personnes,1,enfant,18-24,Gen Z,1,3,True,Family with children,Rural,7,4.0,1.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.8,0.0,0.1,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,24,Occitanie,Ville moyenne (50k–100k hab.),chômeur,Professions intermédiaires de la santé et du travail social,Salarié de l’État,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Urban,7,4.0,1.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.8,0.0,0.1,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,25,Île-de-France,Rural isolé,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d'entreprise à son compte,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,souvent payante,10.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,abonné,2 personnes,Aucun,couple,25-34,Gen Z,0,2,False,Couple without children,Rural,7,4.0,1.0,4.0,2.0,1,0,0.0,0.0,1.0,10,1.0,1.0,0.9000000000000001,1.6,5,3,1,1.0,3,5.0,0,0,0.18861209964412812,0.26283362989323844,9.0,0,True,False,True,Paid-oriented,Legal Paid,Mid spender,False,False,Low Engagement Users,Gen Z | Paid-oriented | without children
Female,31,Île-de-France,Autres / hors unité urbaine,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d’entreprise salarié / gérant / PDG,Plusieurs fois par jour,,,davantage légale,,2.0,,régulièrement,Non,Gratuit,De temps en temps,,3 personnes,1,couple,25-34,Millennial,1,3,True,Family with children,Other,7,0.0,0.0,0.0,0.0,3,1,3.0,0.0,0.6,6,0.65,7.0,0.3,1.0,2,2,0,0.0,0,1.0,0,0,0.03914590747330961,0.09924377224199288,1.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,18,Pays de la Loire,Rural isolé,étudiant,,,3 à 5 fois par semaine,Tous les jours ou presque,Légale,autant légale,souvent gratuit,50.0,Sur d’autres appareils,jamais,Non,souvent payante,Jamais,abonné,5 personnes,Aucun,enfant,18-24,Gen Z,0,5,False,Single / other,Rural,5,4.0,1.0,2.0,2.0,0,0,0.0,0.0,1.0,10,0.8714285714285714,0.0,0.7,3.0,6,5,1,4.0,2,4.0,0,0,0.18149466192170818,0.31069839857651244,7.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | without children
Female,21,Occitanie,Petite ville (20k–50k hab.),chômeur,Professions libérales de la santé,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent payante,30.0,Sur d’autres appareils,régulièrement,Non,payante,Je ne sais pas ce que c’est,abonné,3 personnes,1,enfant,18-24,Gen Z,1,3,True,Family with children,Urban,7,4.0,1.0,4.0,2.0,3,0,0.0,0.0,1.0,10,1.0,3.0,0.9000000000000001,1.6666666666666667,6,4,0,0.0,0,5.0,0,0,0.11743772241992882,0.2852313167259786,5.0,0,True,False,True,Paid-oriented,Legal Paid,High spender,True,False,Low Engagement Users,Gen Z | Paid-oriented | with children
Female,20,Provence-Alpes-Côte d’Azur,Rural isolé,étudiant,,,Plusieurs fois par jour,,,davantage légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,célibataire,18-24,Gen Z,0,2,False,Single / other,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.5,5,0.45,0.0,0.1,0.0,0,0,0,0.0,0,0.0,0,3,0.0498220640569395,0.01494661921708185,0.0,3,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,60,Île-de-France,Autres / hors unité urbaine,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d'entreprise à son compte,3 à 5 fois par semaine,Tous les jours ou presque,Légale,autant légale,souvent gratuit,150.0,Sur d’autres appareils,ancien utilisateur,Non,Autant,Jamais,compte partagé,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Other,5,4.0,1.0,2.0,1.0,1,0,1.0,0.0,1.0,10,0.8714285714285714,2.0,0.6000000000000001,2.0,5,11,0,0.0,0,3.3333333333333335,0,0,0.11387900355871886,0.29041370106761566,3.3333333333333335,0,True,False,True,Free-oriented,Legal Free,Top spender,True,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,24,Provence-Alpes-Côte d’Azur,Grande ville (100k–500k hab.),actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,20.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,1,couple,18-24,Gen Z,1,3,True,Family with children,Urban,7,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.5,2.25,4,5,0,0.0,0,5.0,0,0,0.1103202846975089,0.21434608540925265,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,25,Île-de-France,Autres / hors unité urbaine,actif,Professions libérales de la santé,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,autant,30.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,2 personnes,Aucun,couple,25-34,Gen Z,0,2,False,Couple without children,Other,7,4.0,1.0,3.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.8,3.0,7,8,0,0.0,0,5.0,0,0,0.1423487544483986,0.35520462633451955,5.0,0,True,False,True,Balanced,Unspecified,High spender,True,False,Low Engagement Users,Gen Z | Balanced | without children
Female,24,Île-de-France,Autres / hors unité urbaine,Primo-demandeur,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,autant,100.0,Sur d’autres appareils,occasionnellement,Non,souvent gratuit,De temps en temps,compte partagé,3 personnes,1,couple,18-24,Gen Z,1,3,True,Family with children,Other,7,4.0,1.0,3.0,1.0,2,1,2.0,0.0,1.0,10,1.0,5.0,0.7,3.3333333333333335,6,5,1,1.0,1,1.3333333333333333,0,0,0.18149466192170818,0.31069839857651244,3.333333333333333,0,True,False,True,Balanced,Unspecified,Top spender,True,False,Hybrid Monetizers,Gen Z | Balanced | with children
Female,43,Provence-Alpes-Côte d’Azur,Bourg / petite agglomération,actif,Professions intermédiaires commerciales et administratives,Salarié du privé ou association,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,35-49,Millennial,0,1,False,Single / other,Other,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,4,0.45,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | without children
Female,23,Pays de la Loire,Paris et grandes métropoles,étudiant,,,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,abonné,6 personnes,3,enfant,18-24,Gen Z,3,6,True,Family with children,Metro,7,3.0,1.0,0.0,2.0,0,0,0.0,0.0,0.7,7,0.7124999999999999,0.0,0.2,0.0,0,0,0,0.0,0,0.0,0,3,0.0498220640569395,0.01494661921708185,0.0,3,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,19,Provence-Alpes-Côte d’Azur,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,moins légale,,0.0,,jamais,,,Jamais,,3 personnes,1,enfant,18-24,Gen Z,1,3,True,Family with children,Rural,7,4.0,1.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.8,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,54,Provence-Alpes-Côte d’Azur,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Salarié d’entreprise publique,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,régulièrement,Non,Autant,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,célibataire,50-64,Gen X,0,2,False,Single / other,Rural,7,3.0,1.0,1.0,1.0,3,0,1.0,0.0,1.0,10,0.7124999999999999,4.0,0.2,1.0,6,9,0,0.0,0,4.333333333333333,0,0,0.1387900355871886,0.3228870106761566,4.333333333333333,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | without children
Male,68,Hauts-de-France,Rural isolé,retraite,Cadres d'entreprise (administratifs et commerciaux),,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Jamais,compte partagé,2 personnes,Aucun,couple,65+,Boomer+,0,2,False,Couple without children,Rural,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.7124999999999999,0.0,0.2,1.0,5,4,0,0.0,0,5.0,0,0,0.0711743772241993,0.2338523131672598,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Boomer+ | Free-oriented | without children
